company_id,name,search_rating,review_count,overall_rating,복지/급여,워라밸,사내문화,승진 기회,경영진,기업 추천율,CEO 지지율,성장 가능성,검색기업명
353565,(주)삼화바이오팜,1.7,46,1.7,1.7,2.6,1.9,1.8,1.3,4%,2%,0%,삼화바이오팜
378813,제스트코(주),1.5,4,1.5,1.5,2.5,1.8,1.8,1.5,0%,25%,0%,제스트코
53178,(주)케이티아이에스,2.7,1234,2.7,2.6,2.9,2.7,2.5,2.2,23%,33%,7%,이에스
358289,(주)심우식품,1.0,3,1.0,1.3,2.0,1.7,1.3,1.7,0%,0%,0%,심우
261717,서현케미칼(주),1.7,6,1.7,2.5,2.5,2.2,2.0,1.8,17%,40%,0%,서현케미칼
89009,한국전기안전공사,2.8,649,2.8,2.4,3.3,2.9,3.2,2.2,32%,36%,19%,한국전기
74106,사파이어테크놀로지(주),3.4,41,3.4,3.4,3.2,3.3,3.0,3.0,24%,70%,15%,파이어테크
335967,(주)승명이엔지,1.5,2,1.5,1.0,1.0,3.0,1.0,1.5,0%,0%,0%,승명이엔지
70941,스마일테크,3.5,2,3.5,2.0,3.0,3.0,4.5,3.0,50%,50%,50%,스마일테크
396150,(주)살루스마린시스템즈,3.0,4,3.0,2.8,2.8,3.0,2.5,3.0,50%,50%,75%,살루스
117972,(주)서한사,2.5,74,2.5,1.9,2.6,2.7,2.3,2.0,18%,23%,5%,서한사
368696,필콘미디어(주),2.5,6,2.5,1.8,3.3,2.5,2.3,1.8,0%,17%,0%,필콘미디어
43008,깨끗한나라(주),2.3,359,2.3,2.4,2.6,2.4,2.1,1.8,19%,25%,7%,나라
43416,금판영농조합법인,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,금판영농조합법인
351177,큐브디컴퍼니(주),3.5,2,3.5,3.0,4.5,3.5,3.5,3.5,50%,50%,0%,큐브디컴퍼니
342641,씨아이이에스(주),3.4,5,3.4,3.0,2.4,3.4,3.0,3.0,40%,40%,40%,아이이에스
410450,(주)다송산업,1.0,2,1.0,2.0,1.5,1.0,2.0,1.0,0%,100%,0%,다송산업
244704,이엠엔지니어링(주),2.2,5,2.2,2.0,3.2,2.4,2.6,2.0,20%,0%,0%,이엠엔지니어링
282537,수덕베어링(주),4.0,1,4.0,4.0,2.0,2.0,4.0,4.0,0%,100%,100%,수덕
353538,(주)더스킨마스터,3.0,6,3.0,3.5,4.7,3.7,3.2,2.3,50%,50%,50%,더스킨마스터
11708,제스프로(주),3.6,8,3.6,3.4,3.5,2.9,3.4,3.6,63%,71%,63%,제스프로
39427,대원엔지니어링,2.3,8,2.3,2.0,2.1,2.6,3.1,2.6,13%,63%,38%,대원엔지니어링
90661,(재)한국공예디자인문화진흥원,2.1,147,2.1,2.2,2.7,2.1,1.7,1.7,30%,25%,3%,한국공예디자인문화진흥원
231813,상정인터내셔널(주),1.8,6,1.8,2.7,2.7,2.5,2.2,2.0,17%,17%,17%,상정인터내셔널
150563,대양아스콘(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,대양아스콘
333025,(주)마루라이팅,2.2,6,2.2,1.7,2.0,1.7,2.2,1.5,0%,33%,0%,마루라이팅
321262,(주)중고나라,2.7,200,2.7,2.7,3.4,2.8,2.7,2.3,28%,39%,18%,중고나라
195496,한아름산업(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,한아름산업
283956,에쓰이씨(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,에쓰이씨
40059,대성나찌유압공업(주),2.3,26,2.3,2.0,2.3,2.2,2.0,1.7,8%,12%,0%,대성나찌유압공업
421930,한길이엔지(주),1.0,1,1.0,1.0,5.0,4.0,1.0,1.0,0%,0%,0%,한길이엔지
216329,한울타리종합관리(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,한울타리종합관리
263080,하나아이티엠(주),2.0,84,2.0,2.0,1.8,2.4,2.3,1.8,15%,31%,14%,하나아이티
44004,그린테크(주),2.1,72,2.1,1.8,2.0,2.0,2.1,1.7,18%,25%,24%,그린테크
151755,경진토건(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,경진토건
344849,(주)스타힐스코스메틱,2.3,6,2.3,2.2,3.3,2.0,2.0,2.5,33%,33%,33%,스타힐스코스메틱
284345,평산실업(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,평산실업
406321,(주)비버웍스,1.9,32,1.9,1.8,1.8,2.0,1.7,1.8,34%,38%,28%,비버
129761,미래로정보기술(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,미래로정보기술
176521,엠스코(주),1.7,20,1.7,2.0,1.9,2.2,2.3,1.5,10%,25%,0%,엠스코
281377,(주)본구조엔지니어링건축사사무소,1.9,7,1.9,1.1,1.9,1.1,1.9,1.4,14%,29%,14%,본구조
2378,한신기계공업(주),2.0,154,2.0,1.9,2.0,2.0,2.1,1.6,15%,13%,3%,한신기계
334632,(주)한강메디칼,3.5,2,3.5,3.0,3.5,2.5,3.0,3.0,50%,100%,50%,한강메디칼
175953,보광건설(주),2.3,4,2.3,2.3,2.8,1.8,2.0,1.8,25%,25%,0%,보광건설
255117,다온디자인(주),1.3,3,1.3,3.3,2.0,1.7,2.0,1.0,0%,0%,0%,다온디자인
373470,(주)라잇루트,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,라잇루트
210945,태일건설(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,태일건설
309582,한국자동차환경협회,2.4,41,2.4,2.7,2.7,2.3,2.6,2.0,32%,32%,10%,한국자동차환경협회
333605,(주)에스엠나노바이오,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,에스엠나노바이오
185889,예광건설(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,예광건설
349728,블루월넛(주),2.9,11,2.9,3.6,3.3,2.8,3.0,2.4,27%,27%,27%,블루월넛
230613,한산스틸플러스(주),1.0,1,1.0,1.0,1.0,2.0,1.0,1.0,0%,0%,0%,한산스틸
123953,대산기계(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,대산기계
342936,담솔토건(주),4.0,1,4.0,2.0,2.0,3.0,3.0,5.0,100%,100%,100%,담솔토건
295013,대한강업(주),5.0,2,5.0,5.0,5.0,5.0,5.0,5.0,100%,100%,100%,대한강업
85399,공관프로테크,2.5,2,2.5,1.5,1.5,1.5,2.5,2.0,0%,0%,0%,공관프로테크
87072,(주)새길이엔시,3.1,23,3.1,2.5,2.9,2.9,3.1,3.2,48%,73%,13%,새길이엔시
66741,애드원엘이디,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,애드원엘이디
372440,(주)원세미콘,2.3,28,2.3,2.4,2.3,2.2,2.1,2.0,25%,36%,18%,원세미콘
361191,(주)아이로나,4.3,3,4.3,4.3,4.3,3.7,3.0,3.7,67%,67%,67%,아이로나
125638,동승레저(주),2.0,1,2.0,1.0,3.0,2.0,1.0,1.0,0%,0%,0%,동승레저
349162,에이취디서비스(주),4.0,3,4.0,3.3,4.3,3.3,3.0,3.3,0%,67%,0%,에이취디서비스
321700,(주)다원넥스뷰,2.6,24,2.6,2.8,3.5,2.1,2.9,2.0,25%,29%,33%,다원넥스뷰
127910,제이에스메탈(주),3.0,1,3.0,2.0,4.0,3.0,2.0,2.0,0%,0%,0%,제이에스메탈
269893,장원금속(주),1.7,3,1.7,1.7,1.7,1.7,1.7,1.7,0%,33%,0%,장원금속
375989,(주)쎄슬프라이머스,1.1,7,1.1,1.0,1.1,2.3,1.6,1.1,0%,14%,0%,쎄슬프라이머스
